kepid,kepoi_name,planet_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,star_name,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
9605514,K00945.02,Kepler-1666 c,40.715561,146.36485,0.008,6.894,680.9,2.7,578.0,26.34,28.9,6297.0,4.448,1.031,297.9516,46.264721,15.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9661877,K00946.01,,20.42720701,176.71737,0.956,3.447,1273.0,4.42,674.0,48.72,36.7,6014.0,4.494,0.958,296.65915,46.382172,15.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728283,K01011.01,,6.198273591,183.3731434,0.343,7.53837,47303.0,19.81,985.0,222.23,2561.1,6038.0,4.524,0.898,297.62027,40.943089,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127639,K01012.01,,1.023471798,354.8182,0.974,2.3499,861.4,3.78,1727.0,2103.09,63.0,5741.0,4.491,0.893,300.45575,43.934349,15.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047498,K01013.01,,0.51872711,133.676312,1.199,1.252,714.1,19.07,1965.0,3537.27,93.3,5572.0,4.597,0.762,293.38556,41.349819,15.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125580,K01014.01,Kepler-749 b,17.31711739,142.36094,0.684,3.1518,1473.0,2.04,454.0,10.07,35.9,4719.0,4.753,0.502,299.89722,43.903912,15.759,3.0,,,,17.317166,,,,,,,Kepler-749,299.89723,43.903908,15.759,753.0,-0.11,0.79,0.75,,4.57,5009.0,4.59,,0.12106998,0.12106998,0.12106998,0.12106998,21.644241,21.644241,21.644241,549.5162,549.5162,549.5162,Neptunian,0.75,0.31725999,0.44099109,1.0658297,0.55858021,1.0105022,0.59112904,1.0105022,0.53924733,1.0105022,1.5207976,0.50041225,0.4260101,0.0,0.0,0.0,0.2603619,3.10517,9.8298521,0.12106998
8158127,K01015.01,Kepler-750 b,9.42889884,140.1046,0.011,4.4481,565.4,4.39,1163.0,432.9,50.4,5897.0,3.98,1.86,289.09689,44.004379,14.5,3.0,,,,9.4288718,,,,,,,Kepler-750,289.09687,44.004379,14.5,1181.0,0.03,1.15,1.23,,3.09,6160.0,4.32,,0.091491762,0.091491762,0.091491762,0.091491765,233.16198,233.16198,233.16198,995.54144,995.54144,995.54144,Neptunian,1.23,1.9517389,1.0243559,2.3919406,1.2974599,2.2677776,1.3715487,2.2677776,1.2523732,2.2677776,3.7720256,4.0970062,0.45232494,0.0,0.0,0.0,0.21201102,3.07154,9.6497879,0.091491762
10158990,K01080.01,,1.096583368,133.61436,0.421,2.1188,308.5,1.35,1474.0,1119.9,44.3,5222.0,4.528,0.763,297.78802,47.10107,14.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149023,K01081.01,,9.95639775,134.29186,1.222,5.615,510.5,28.15,905.0,158.42,32.9,6161.0,4.454,1.053,294.76855,47.13279,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141900,K01082.01,Kepler-763 d,6.50327035,135.26657,0.08,2.591,418.3,1.67,804.0,98.81,19.0,4999.0,4.49,0.843,292.14447,47.157349,15.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141900,K01082.02,Kepler-763 c,4.09667624,133.09833,0.142,2.19,302.3,1.42,938.0,182.9,16.2,4999.0,4.49,0.843,292.14447,47.157349,15.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141900,K01082.03,Kepler-763 b,1.196548464,132.53363,0.332,1.2592,224.6,1.25,1414.0,945.12,16.5,4999.0,4.49,0.843,292.14447,47.157349,15.692,3.0,,,,1.1965516,,,,,,,Kepler-763,292.14448,47.157352,15.692,902.0,0.01,0.84,0.8,,4.79,5166.0,4.57,,0.020807676,0.020807676,0.020807676,0.020807677,943.27661,943.27661,943.27661,1411.9024,1411.9024,1411.9024,Terran,0.8,0.40840046,0.49645096,1.1926648,0.62882632,1.1307537,0.66535268,1.1307537,0.60705551,1.1307537,1.7254679,0.66888663,0.43823513,0.0,0.0,0.0,0.29086619,1.22189,1.9931486,0.020807676
8410727,K01148.01,Kepler-270 b,11.47609015,135.39622,0.755,5.046,182.3,2.07,984.0,221.34,27.7,6071.0,4.202,1.41,282.2001,44.422298,13.908,3.0,,,,11.476094,0.107,,,,,0.11,Kepler-270,282.2001,44.422302,13.908,975.46,,,1.46,,,6067.0,4.2,,0.107,0.107,0.107,0.107,226.00746,226.00746,226.00746,987.81497,987.81497,987.81497,Superterran,1.46,2.5875595,1.1861728,2.7751865,1.5024228,2.6311295,1.5883339,2.6311295,1.4502352,2.6311295,4.3431911,,,0.0,0.0,0.0,0.26022151,2.00659,4.6838183,0.107
8410727,K01148.02,Kepler-270 c,25.2630467,134.18397,0.743,6.22,125.5,1.71,756.0,77.24,14.3,6071.0,4.202,1.41,282.2001,44.422298,13.908,3.0,,,,25.262887,0.18,,,,,0.184,Kepler-270,282.2001,44.422302,13.908,975.46,,,1.46,,,6067.0,4.2,,0.18,0.18,0.18,0.18,79.862946,79.862946,79.862946,761.60755,761.60755,761.60755,Superterran,1.46,2.5875595,1.1861728,2.7751865,1.5024228,2.6311295,1.5883339,2.6311295,1.4502352,2.6311295,4.3431911,,,0.0,0.0,0.0,0.28285697,1.77118,3.7895405,0.18
8349405,K01149.01,,7.1688266,136.23827,,1.29,,,,,,,,,284.38562,44.391289,15.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278371,K01150.01,Kepler-780 b,0.677374687,133.94573,0.132,1.8361,76.7,0.9,2099.0,4572.56,38.7,5718.0,4.395,1.037,281.76639,44.292549,13.326,3.0,,,,0.67737516,,,,,,,Kepler-780,281.76639,44.292549,13.326,520.0,0.05,1.01,1.02,,4.9,5769.0,4.42,,0.015141521,0.015141521,0.015141521,0.015141521,4503.5204,4503.5204,4503.5204,2087.0504,2087.0504,2087.0504,Terran,1.02,1.0325026,0.76297654,1.7979802,0.9664046,1.7046487,1.0219261,1.7046487,0.93287895,1.7046487,2.7435277,2.0042059,0.46776886,0.0,0.0,0.0,0.29190617,0.88559,0.62873346,0.015141521
8280511,K01151.01,Kepler-271 b,10.43547031,134.82462,0.174,3.4167,210.2,1.22,759.0,78.35,36.7,5528.0,4.499,0.853,283.00296,44.284229,13.404,3.0,,,,10.435478,,,,,,,Kepler-271,283.00298,44.284233,13.404,418.0,-0.13,0.9,0.87,,4.57,5555.0,4.52,,0.090212204,0.090212204,0.090212204,0.090212207,79.347421,79.347421,79.347421,760.3755,760.3755,760.3755,Terran,0.87,0.6457485,0.61106615,1.4488346,0.77399566,1.3736267,0.81862673,1.3736267,0.74716733,1.3736267,2.1696789,1.335304,0.44493002,0.0,0.0,0.0,0.30655505,1.2331,2.0491991,0.090212204
8280511,K01151.02,Kepler-271 c,7.41084314,135.75425,0.064,3.245,124.1,0.94,850.0,123.4,25.6,5528.0,4.499,0.853,283.00296,44.284229,13.404,3.0,,,,7.4108627,,,,,,,Kepler-271,283.00298,44.284233,13.404,418.0,-0.13,0.9,0.87,,4.57,5555.0,4.52,,0.071807461,0.071807461,0.071807461,0.071807463,125.23458,125.23458,125.23458,852.2676,852.2676,852.2676,Terran,0.87,0.6457485,0.61106615,1.4488346,0.77399566,1.3736267,0.81862673,1.3736267,0.74716733,1.3736267,2.1696789,1.335304,0.44493002,0.0,0.0,0.0,0.3038869,0.95285,0.81736451,0.071807461
9710326,K00947.01,Kepler-737 b,28.59914031,189.92667,0.009,3.6567,1585.1,1.83,298.0,1.87,53.8,3755.0,4.781,0.461,291.86285,46.42926,15.19,3.0,,,,28.599154,,,,,,,Kepler-737,291.86285,46.429256,15.19,195.0,-0.24,0.51,0.48,,3.89,3813.0,4.77,,0.14619586,0.14619586,0.14619586,0.14619587,2.0415884,2.0415884,2.0415884,304.53482,304.53482,304.53482,Superterran,0.48,0.043635338,0.1700569,0.43446748,0.21540296,0.41190927,0.22828251,0.41190927,0.20793353,0.41190927,0.56400499,0.055413878,0.35843177,0.0,0.0,0.0,0.6662961,1.96175,4.5075054,0.14619586
9761882,K00948.01,Kepler-738 b,24.58716355,173.70572,0.648,3.984,907.5,2.37,530.0,18.72,35.6,5474.0,4.605,0.749,287.56967,46.56786,15.598,3.0,,,,24.587216,,,,,,,Kepler-738,287.56966,46.567859,15.598,992.0,-0.09,0.86,0.82,,4.57,5327.0,4.55,,0.15733136,0.15733136,0.15733136,0.15733136,19.598217,19.598217,19.598217,536.04229,536.04229,536.04229,Superterran,0.82,0.48511772,0.53647983,1.2814313,0.67952615,1.2149128,0.7188744,1.2149128,0.65599011,1.2149128,1.8805606,0.88896343,0.43823832,0.0,0.0,0.0,0.2932873,2.49983,6.8023267,0.15733136
5297298,K00130.01,,34.193600311,155.2966351,0.625,5.41382,13715.0,21.95,778.0,86.74,1405.6,6129.0,3.991,1.786,297.36032,40.42981,13.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766437,K00949.01,Kepler-739 b,12.53248222,170.76535,0.668,4.0168,1145.9,3.24,775.0,85.15,66.7,5997.0,4.522,0.904,290.06799,46.57914,15.485,3.0,,,,12.532485,,,,,,,Kepler-739,290.06799,46.57914,15.485,1128.0,-0.08,0.93,0.9,,4.27,5601.0,4.51,,0.10304541,0.10304541,0.10304541,0.10304542,67.263371,67.263371,67.263371,729.60796,729.60796,729.60796,Neptunian,0.9,0.71422649,0.64093183,1.5175467,0.8118235,1.4387721,0.85859787,1.4387721,0.78367916,1.4387721,2.2818219,1.4609938,0.44475803,0.0,0.0,0.0,0.21563443,3.31816,11.001799,0.10304541
9772531,K00950.01,,31.201692472,183.4076137,0.001,2.15663,34514.0,8.31,286.0,1.59,607.4,3748.0,4.796,0.449,292.65704,46.537338,15.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775938,K00951.01,Kepler-258 b,13.19720694,171.545479,0.568,3.4872,2141.4,4.18,642.0,40.03,116.2,4954.0,4.462,0.885,294.06848,46.57933,15.223,3.0,,,,13.19722,0.103,,,,,0.176,Kepler-258,294.06849,46.57933,15.223,585.6,,,0.92,,,4942.0,4.44,,0.103,0.103,0.103,0.103,42.638392,42.638392,42.638392,651.02117,651.02117,651.02117,Neptunian,0.92,0.4523507,0.52824138,1.2801415,0.66909636,1.2136887,0.70813898,1.2136887,0.64594065,1.2136887,1.8159396,,,0.0,0.0,0.0,0.20126189,4.05802,15.483866,0.103
8644288,K00137.02,Kepler-18 d,14.85890852,128.154869,0.255,3.5252,3269.0,5.94,720.0,63.52,456.8,5356.0,4.338,1.055,298.07944,44.746319,13.549,3.0,16.527056,-1.271312,1.271312,14.85888,0.1172,0.0,88.07,,,0.267,Kepler-18,298.07944,44.746321,13.549,438.51,0.19,0.97,1.11,,10.0,5345.0,4.31,0.0030166209,0.1172,0.1172,0.1172,0.1172,65.594922,65.594922,65.594922,725.04083,725.04083,725.04083,Jovian,1.11,0.90100135,0.73040807,1.7435716,0.92516278,1.6530637,0.97871645,1.6530637,0.89311716,1.6530637,2.5628695,0.95441762,0.51977504,0.0,0.0,0.0,0.13323071,6.98383,16.527056,0.1172
8158127,K01015.02,Kepler-750 c,4.08897299,135.76402,0.374,3.585,157.9,2.36,1537.0,1317.96,19.0,5897.0,3.98,1.86,289.09689,44.004379,14.5,3.0,,,,4.0889902,,,,,,,Kepler-750,289.09687,44.004379,14.5,1181.0,0.03,1.15,1.23,,3.09,6160.0,4.32,,0.052418696,0.052418696,0.052418696,0.052418697,710.31223,710.31223,710.31223,1315.2467,1315.2467,1315.2467,Superterran,1.23,1.9517389,1.0243559,2.3919406,1.2974599,2.2677776,1.3715487,2.2677776,1.2523732,2.2677776,3.7720256,4.0970062,0.45232494,0.0,0.0,0.0,0.27503931,1.62545,3.2754986,0.052418696
8176653,K01016.01,,2.866680334,134.066374,0.968,1.1264,712.4,2.93,1045.0,282.64,43.0,5238.0,4.598,0.764,295.4722,44.077381,15.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174625,K01017.01,Kepler-751 b,17.44486016,141.6802,0.871,4.445,826.9,3.24,679.0,50.32,46.0,5568.0,4.413,0.966,294.84384,44.077679,15.007,3.0,,,,17.444906,,,,,,,Kepler-751,294.84383,44.077686,15.007,748.0,-0.06,0.87,0.84,,4.47,5387.0,4.54,,0.12564014,0.12564014,0.12564014,0.12564014,33.727046,33.727046,33.727046,613.95916,613.95916,613.95916,Superterran,0.84,0.53239641,0.56016345,1.3352844,0.70952372,1.2659705,0.75056258,1.2659705,0.6849442,1.2659705,1.9700685,0.98929218,0.43831114,0.0,0.0,0.0,0.2701093,2.45499,6.5964694,0.12564014
8183911,K01018.01,,8.30697421,137.08254,1.151,2.76,158.7,37.99,1246.0,570.93,17.4,5300.0,3.69,2.124,297.49332,44.051868,13.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179973,K01019.01,,2.49705175,135.3072596,,3.79,,,,,,,,,296.48187,44.009151,10.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157458,K01083.01,Kepler-764 b,7.33685101,138.5829,0.018,3.548,325.8,1.52,875.0,138.46,21.6,5795.0,4.554,0.848,297.39319,47.164631,15.302,3.0,,,,7.3368394,,,,,,,Kepler-764,297.39318,47.164627,15.302,1013.0,-0.06,0.92,0.89,,4.17,5557.0,4.51,,0.071852989,0.071852989,0.071852989,0.071852991,131.08125,131.08125,131.08125,862.04523,862.04523,862.04523,Superterran,0.89,0.67675309,0.62549138,1.4829465,0.79226708,1.4059678,0.83795011,1.4059678,0.76480521,1.4059678,2.2211551,1.3497525,0.44141131,0.0,0.0,0.0,0.28297489,1.63666,3.3139434,0.071852989
4649305,K00143.01,,22.65117451,140.337593,0.925,3.6895,2250.0,7.62,855.0,126.57,170.1,6968.0,4.31,1.333,290.10333,39.781631,13.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148521,K01084.01,,1.204274435,134.05838,0.528,1.3362,185.8,1.19,1564.0,1413.91,34.7,5668.0,4.552,0.849,294.59613,47.197449,14.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118816,K01085.01,Kepler-1735 b,7.71790675,139.15725,0.112,1.84,306.8,0.9,502.0,15.01,12.6,3975.0,4.753,0.509,281.05011,47.188148,15.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122255,K01086.01,Kepler-765 b,27.6652847,144.8714,0.004,6.633,469.2,2.21,641.0,39.94,36.1,6036.0,4.396,1.017,283.1846,47.15567,14.609,3.0,,,,27.665523,,,,,,,Kepler-765,283.18461,47.15567,14.609,1000.0,0.04,1.05,1.06,,3.72,5901.0,4.41,,0.18191364,0.18191364,0.18191364,0.18191364,36.886914,36.886914,36.886914,627.86025,627.86025,627.86025,Superterran,1.06,1.2206828,0.82300195,1.9328919,1.0424304,1.8325574,1.1021915,1.8325574,1.0062472,1.8325574,2.983082,2.5471385,0.45259709,0.0,0.0,0.0,0.26808911,2.43257,6.4945178,0.18191364
3124412,K01087.01,,0.948950734,134.368152,1.246,4.0245,2133.0,36.87,2103.0,4636.91,238.6,6307.0,4.391,1.133,293.24384,38.27327,14.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835670,K00149.01,Kepler-473 b,14.55730897,145.095012,0.036,7.7643,956.9,4.32,879.0,141.0,200.0,5774.0,4.159,1.412,286.6301,38.945599,13.397,3.0,,,,14.557317,,,,,,,Kepler-473,286.63009,38.945605,13.397,641.0,0.12,1.06,1.34,,6.92,5816.0,4.21,,0.11894123,0.11894123,0.11894123,0.11894123,130.11609,130.11609,130.11609,860.45401,860.45401,860.45401,Neptunian,1.34,1.8407543,1.0158612,2.3909518,1.2867127,2.2668397,1.3605793,2.2668397,1.2420665,2.2668397,3.6632089,2.2080287,0.50351353,0.0,0.0,0.0,0.18226979,4.08044,15.629386,0.11894123
10287248,K01152.01,,4.722254104,178.243313,0.506,3.451,82670.0,14.45,557.0,22.67,314.1,3801.0,4.776,0.488,296.69562,47.327309,13.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10351767,K01153.01,,0.635069939,134.0209283,1.25,2.07171,33117.0,57.77,2351.0,7193.72,578.6,6340.0,4.434,1.058,296.32028,47.40657,14.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295951,K01154.01,,6.810823723,136.04667,0.57,7.98574,14447.0,26.06,1626.0,1656.16,1441.9,7226.0,3.967,2.079,299.10281,47.377781,12.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10342041,K01155.01,,0.933746515,133.387415,1.262,6.6522,2936.6,25.54,1508.0,1222.25,549.5,5252.0,4.596,0.716,292.83301,47.495529,14.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10514770,K01156.01,,1.872421727,134.366162,0.917,1.5261,3018.9,5.65,1298.0,672.92,179.0,5337.0,4.486,0.825,281.5238,47.755341,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775938,K00951.02,Kepler-258 c,33.6528474,147.8025,0.567,3.9616,1140.8,3.05,470.0,11.5,41.9,4954.0,4.462,0.885,294.06848,46.57933,15.223,3.0,,,,33.653079,0.193,,,,,0.33,Kepler-258,294.06849,46.57933,15.223,585.6,,,0.92,,,4942.0,4.44,,0.193,0.193,0.193,0.193,12.143969,12.143969,12.143969,475.59258,475.59258,475.59258,Neptunian,0.92,0.4523507,0.52824138,1.2801415,0.66909636,1.2136887,0.70813898,1.2136887,0.64594065,1.2136887,1.8159396,,,0.0,0.0,0.0,0.27912272,3.60962,12.69235,0.193
9787239,K00952.01,Kepler-32 b,5.90127815,171.40674,0.03,2.1979,1525.2,1.94,514.0,16.54,56.6,3731.0,4.75,0.498,297.84241,46.574268,15.801,3.0,1303.0948,,,5.90124,0.05,,,,,0.153,Kepler-32,297.8424,46.574281,16.452,326.85,0.0,0.58,0.53,M1 V,,3900.0,4.64,0.0065504514,0.05,0.05,0.05,0.050000001,23.289427,23.289427,23.289427,559.67333,559.67333,559.67333,Jovian,0.53,0.058223568,0.1961184,0.49887382,0.24841412,0.47297228,0.26324024,0.47297228,0.23980336,0.47297228,0.65149814,0.067166092,0.3847339,0.0,0.0,0.0,0.29917616,2.19716,1303.0948,0.05
9787239,K00952.02,Kepler-32 c,8.75209691,170.63671,0.017,2.3742,1367.6,1.83,451.0,9.76,44.8,3731.0,4.75,0.498,297.84241,46.574268,15.801,3.0,158.914,,,8.7522,0.09,,,,,0.275,Kepler-32,297.8424,46.574281,16.452,326.85,0.0,0.58,0.53,M1 V,,3900.0,4.64,0.0058470809,0.09,0.09,0.09,0.090000002,7.1880948,7.1880948,7.1880948,417.15587,417.15587,417.15587,Jovian,0.53,0.058223568,0.1961184,0.49887382,0.24841412,0.47297228,0.26324024,0.47297228,0.23980336,0.47297228,0.65149814,0.067166092,0.3847339,0.0,0.0,0.0,0.41623034,1.99538,158.914,0.09
9787239,K00952.03,Kepler-32 d,22.78078241,155.20408,0.008,3.3002,1925.1,2.17,328.0,2.73,46.4,3731.0,4.75,0.498,297.84241,46.574268,15.801,3.0,,,,22.7802,0.13,,,,,0.398,Kepler-32,297.8424,46.574281,16.452,326.85,0.0,0.58,0.53,M1 V,,3900.0,4.64,,0.13,0.13,0.13,0.13,3.4451815,3.4451815,3.4451815,347.09466,347.09466,347.09466,Neptunian,0.53,0.058223568,0.1961184,0.49887382,0.24841412,0.47297228,0.26324024,0.47297228,0.23980336,0.47297228,0.65149814,0.067166092,0.3847339,0.0,0.0,0.0,0.49309707,2.70161,7.7605729,0.13
9787239,K00952.04,Kepler-32 e,2.896005211,133.61228,0.082,1.6776,614.1,1.23,652.0,42.53,28.6,3731.0,4.75,0.498,297.84241,46.574268,15.801,3.0,,,,2.896,0.033,,,,,0.101,Kepler-32,297.8424,46.574281,16.452,326.85,0.0,0.58,0.53,M1 V,,3900.0,4.64,,0.033,0.033,0.033,0.033000001,53.465168,53.465168,53.465168,688.91024,688.91024,688.91024,Superterran,0.53,0.058223568,0.1961184,0.49887382,0.24841412,0.47297228,0.26324024,0.47297228,0.23980336,0.47297228,0.65149814,0.067166092,0.3847339,0.0,0.0,0.0,0.30423384,1.50214,2.8648744,0.033
9787239,K00952.05,Kepler-32 f,0.742957911,133.27936,0.162,0.6688,843.3,1.47,1026.0,262.51,45.3,3731.0,4.75,0.498,297.84241,46.574268,15.801,3.0,,,,0.74296,0.013,,,,,0.0398,Kepler-32,297.8424,46.574281,16.452,326.85,0.0,0.58,0.53,M1 V,,3900.0,4.64,,0.013,0.013,0.013,0.013,344.51815,344.51815,344.51815,1097.6097,1097.6097,1097.6097,Terran,0.53,0.058223568,0.1961184,0.49887382,0.24841412,0.47297228,0.26324024,0.47297228,0.23980336,0.47297228,0.65149814,0.067166092,0.3847339,0.0,0.0,0.0,0.29344543,0.81833,0.47370976,0.013
2309719,K01020.01,,54.35635067,164.070221,1.142,6.4345,10510.0,38.81,566.0,24.18,628.1,6161.0,4.281,1.255,292.93085,37.60664,12.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558363,K01021.01,,0.54624855,178.5614,1.215,2.0543,639.7,18.93,1837.0,2677.36,42.9,5414.0,4.625,0.714,287.13388,37.83926,15.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716853,K01022.01,Kepler-752 b,18.82744023,196.19088,0.025,4.664,1006.2,2.7,632.0,37.82,29.5,5687.0,4.538,0.86,292.26813,37.955639,15.762,3.0,,,,18.827473,,,,,,,Kepler-752,292.26813,37.955654,15.762,1075.0,-0.08,0.87,0.83,,4.07,5373.0,4.54,,0.13219367,0.13219367,0.13219367,0.13219368,29.436818,29.436818,29.436818,593.42744,593.42744,593.42744,Neptunian,0.83,0.51441331,0.55104865,1.3141731,0.69797881,1.2459551,0.73836049,1.2459551,0.67380029,1.2459551,1.9365106,0.96578159,0.43151609,0.0,0.0,0.0,0.25869346,2.81371,8.3151703,0.13219367
2445154,K01023.01,,8.4120069,139.64745,0.022,3.923,819.6,1.71,590.0,28.69,39.7,4502.0,4.668,0.621,291.85382,37.74192,15.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715135,K01024.01,Kepler-753 b,5.747711909,133.29939,0.575,1.8923,820.1,1.86,641.0,40.07,51.7,4252.0,4.64,0.632,291.90326,37.90229,14.496,3.0,,,,5.747725,,,,,,,Kepler-753,291.90327,37.902288,14.496,278.0,-0.03,0.68,0.65,,3.63,4346.0,4.65,,0.055208995,0.055208995,0.055208995,0.055208997,44.305185,44.305185,44.305185,657.29231,657.29231,657.29231,Superterran,0.65,0.13504367,0.29536309,0.73503935,0.37412361,0.69688026,0.39623673,0.69688026,0.3611737,0.69688026,0.99220382,0.15238621,0.38998291,0.0,0.0,0.0,0.28908014,1.9057,4.2910395,0.055208995
8644288,K00137.03,Kepler-18 b,3.504691252,133.511941,0.741,1.9811,315.1,2.03,1165.0,435.21,67.5,5356.0,4.338,1.055,298.07944,44.746319,13.549,3.0,6.9922161,-3.496108,3.496108,3.504725,0.0447,0.0,84.92,,,0.102,Kepler-18,298.07944,44.746321,13.549,438.51,0.19,0.97,1.11,,10.0,5345.0,4.31,0.00086372154,0.0447,0.0447,0.0447,0.044700001,450.93131,450.93131,450.93131,1174.0119,1174.0119,1174.0119,Superterran,1.11,0.90100135,0.73040807,1.7435716,0.92516278,1.6530637,0.97871645,1.6530637,0.89311716,1.6530637,2.5628695,0.95441762,0.51977504,0.0,0.0,0.0,0.25784257,1.99538,6.9922161,0.0447
3113266,K01088.01,,0.995861402,132.346819,1.256,1.1507,4993.8,26.93,1477.0,1124.35,272.0,5286.0,4.604,0.706,290.63943,38.28463,15.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247268,K01089.01,Kepler-418 b,86.67856052,175.597013,0.291,10.1289,8244.1,9.83,434.0,8.41,318.3,5822.0,4.351,1.081,294.4335,38.35545,14.696,3.0,349.6108,,,86.67856,,0.2,89.952,4.35,,,Kepler-418,294.43351,38.35545,14.696,1031.92,-0.05,0.98,1.09,,7.0,5820.0,4.35,0.021603337,0.3882632,0.30452016,0.45678024,0.38257894,8.6029191,5.8535451,13.170476,433.00487,396.27772,485.3391,Jovian,1.09,1.2213316,0.82727201,1.9468829,1.0478413,1.845822,1.107991,1.845822,1.0114828,1.845822,2.9838746,2.1658544,0.49145437,0.0,0.0,0.0,0.17259152,13.452,349.6108,0.3806502
3247268,K01089.02,Kepler-418 c,12.21828097,140.321095,0.778,2.6969,1843.4,5.1,835.0,114.59,90.1,5822.0,4.351,1.081,294.4335,38.35545,14.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232859,K01090.01,,8.387210055,138.903759,1.284,1.6477,4952.0,72.52,1211.0,509.55,180.6,6089.0,4.044,1.795,290.862,38.35358,14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
