kepid,kepoi_name,planet_name,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,star_name,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
10797460,K00752.01,Kepler-227 b,9.48803557,170.53875,0.146,2.9575,615.8,2.26,793.0,93.59,35.8,5455.0,4.467,0.927,291.93423,48.141651,15.347,3.0,,,,9.488015,0.09,,,,,0.0805,Kepler-227,291.93424,48.141651,15.347,1117.5,,,1.09,,,5854.0,4.4,,0.09,0.09,0.09,0.090000002,154.33609,154.33609,154.33609,897.96991,897.96991,897.96991,Neptunian,1.09,1.2501223,0.83524632,1.9639424,1.0579408,1.861996,1.1186367,1.861996,1.0212266,1.861996,3.0188395,,,0.0,0.0,0.0,0.21342875,3.10517,9.8298521,0.09
10797460,K00752.02,Kepler-227 c,54.4183827,162.51384,0.586,4.507,874.8,2.83,443.0,9.11,25.8,5455.0,4.467,0.927,291.93423,48.141651,15.347,3.0,,,,54.418694,0.29,,,,,0.26,Kepler-227,291.93424,48.141651,15.347,1117.5,,,1.09,,,5854.0,4.4,,0.29,0.29,0.29,0.29000001,14.864713,14.864713,14.864713,500.24648,500.24648,500.24648,Neptunian,1.09,1.2501223,0.83524632,1.9639424,1.0579408,1.861996,1.1186367,1.861996,1.0212266,1.861996,3.0188395,,,0.0,0.0,0.0,0.28639051,3.03791,9.4710941,0.29
10811496,K00753.01,,19.89913995,175.850252,0.969,1.7822,10829.0,14.6,638.0,39.3,76.3,5853.0,4.544,0.868,297.00482,48.134129,15.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10848459,K00754.01,,1.736952453,170.307565,1.276,2.40641,8079.2,33.46,1395.0,891.96,505.6,5805.0,4.564,0.791,285.53461,48.28521,15.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10854555,K00755.01,Kepler-664 b,2.525591777,171.59555,0.701,1.6545,603.3,2.75,1406.0,926.16,40.9,6031.0,4.438,1.046,288.75488,48.2262,15.509,3.0,,,,2.5255933,,,,,,,Kepler-664,288.75489,48.2262,15.509,1386.0,0.07,1.01,1.02,,4.68,5754.0,4.43,,0.03640762,0.03640762,0.03640762,0.036407621,770.8748,770.8748,770.8748,1342.4276,1342.4276,1342.4276,Neptunian,1.02,1.0218059,0.75969748,1.7909744,0.96225166,1.6980065,1.0175484,1.6980065,0.92887214,1.6980065,2.7292793,1.9532174,0.46420121,0.0,0.0,0.0,0.22537228,2.65677,7.5431552,0.03640762
10872983,K00756.01,Kepler-228 d,11.09432054,171.20116,0.538,4.5945,1517.5,3.9,835.0,114.81,66.5,6046.0,4.486,0.972,296.28613,48.22467,15.714,3.0,,,,11.094286,0.101,,,,,0.0586,Kepler-228,296.28614,48.224667,15.714,1724.6,,,1.01,,,6043.0,4.47,,0.101,0.101,0.101,0.101,119.48105,119.48105,119.48105,842.30556,842.30556,842.30556,Neptunian,1.01,1.2188262,0.8152862,1.9084567,1.0326534,1.8093906,1.0917237,1.8093906,0.99678732,1.8093906,2.9808125,,,0.0,0.0,0.0,0.18437855,4.0356,15.338906,0.101
10872983,K00756.02,Kepler-228 c,4.13443512,172.97937,0.762,3.1402,686.0,2.77,1160.0,427.65,40.2,6046.0,4.486,0.972,296.28613,48.22467,15.714,3.0,,,,4.134444,0.052,,,,,0.0301,Kepler-228,296.28614,48.224667,15.714,1724.6,,,1.01,,,6043.0,4.47,,0.052,0.052,0.052,0.052000001,450.74932,450.74932,450.74932,1173.8935,1173.8935,1173.8935,Neptunian,1.01,1.2188262,0.8152862,1.9084567,1.0326534,1.8093906,1.0917237,1.8093906,0.99678732,1.8093906,2.9808125,,,0.0,0.0,0.0,0.22460198,2.70161,7.7605729,0.052
10872983,K00756.03,Kepler-228 b,2.56658897,179.55437,0.755,2.429,226.5,1.59,1360.0,807.74,15.0,6046.0,4.486,0.972,296.28613,48.22467,15.714,3.0,,,,2.566546,0.038,,,,,0.022,Kepler-228,296.28614,48.224667,15.714,1724.6,,,1.01,,,6043.0,4.47,,0.038,0.038,0.038,0.038000001,844.06245,844.06245,844.06245,1373.215,1373.215,1373.215,Superterran,1.01,1.2188262,0.8152862,1.9084567,1.0326534,1.8093906,1.0917237,1.8093906,0.99678732,1.8093906,2.9808125,,,0.0,0.0,0.0,0.27942875,1.52456,2.9378483,0.038
6721123,K00114.01,,7.36178958,132.25053,1.169,5.022,233.7,39.21,1342.0,767.22,47.7,6227.0,3.986,1.958,298.86435,42.151569,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10910878,K00757.01,Kepler-229 c,16.06864674,173.621937,0.052,3.5347,4914.3,5.76,600.0,30.75,161.9,5031.0,4.485,0.848,286.99948,48.37579,15.841,3.0,,,,16.068638,0.117,,,,,0.138,Kepler-229,286.99947,48.375797,15.841,845.88,,,0.73,,,5120.0,4.63,,0.117,0.117,0.117,0.117,23.96859,23.96859,23.96859,563.70973,563.70973,563.70973,Neptunian,0.73,0.32810603,0.44602308,1.0733664,0.56495273,1.017648,0.59779895,1.017648,0.54539528,1.017648,1.5465746,,,0.0,0.0,0.0,0.19851281,4.92119,21.482244,0.117
11446443,K00001.01,Kepler-1 b,2.470613377,122.763305,0.818,1.74319,14231.0,13.04,1339.0,761.46,4304.3,5820.0,4.457,0.964,286.80847,49.316399,11.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10666592,K00002.01,Kepler-2 b,2.204735417,121.3585417,0.224,3.88864,6674.7,16.1,2048.0,4148.92,5945.9,6440.0,4.019,1.952,292.24728,47.969521,10.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6922244,K00010.01,Kepler-8 b,3.522498429,121.1194228,0.631,3.19843,9145.7,14.59,1521.0,1264.67,1741.5,6225.0,4.169,1.451,281.28812,42.45108,13.563,3.0,187.51852,-38.13936,41.31764,3.5224991,0.0474,,83.978,,,0.045,Kepler-8,281.28812,42.45108,13.9,1052.9,-0.055,1.21,1.49,,,6213.0,4.17,0.0025467314,0.0474,0.0474,0.0474,0.047400001,1319.1978,1319.1978,1319.1978,1535.403,1535.403,1535.403,Jovian,1.49,2.9639208,1.2582729,2.9350817,1.5937394,2.7827249,1.6846767,2.7827249,1.5383439,2.7827249,4.6483313,4.5642916,0.49160118,0.0,0.0,0.0,0.058203398,15.87336,187.51852,0.0474
10984090,K00112.02,Kepler-466 c,3.709214104,133.98318,0.051,2.6302,131.1,1.16,1206.0,500.46,50.6,5833.0,4.407,1.022,295.64871,48.49556,12.772,3.0,,,,3.7092138,,,,,,,Kepler-466,295.64871,48.495564,12.772,436.0,-0.01,1.04,1.05,,3.47,5927.0,4.42,,0.047501637,0.047501637,0.047501637,0.047501638,540.2438,540.2438,540.2438,1228.2658,1228.2658,1228.2658,Terran,1.05,1.2190091,0.82113759,1.9272983,1.0400683,1.8272542,1.0996694,1.8272542,1.003963,1.8272542,2.9810362,2.6550109,0.44595482,0.0,0.0,0.0,0.29096648,1.25552,2.1128564,0.047501637
10419211,K00742.01,,11.521446064,170.839688,2.483,3.6399,17984.0,150.51,753.0,75.88,622.1,5795.0,4.554,0.848,297.07993,47.597401,15.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10464078,K00743.01,,19.40393776,172.484253,0.804,12.2155,8918.7,7.18,523.0,17.69,214.7,5043.0,4.591,0.68,289.25821,47.635319,15.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10480982,K00744.01,,19.221388942,184.5521637,1.065,4.79843,74284.0,49.29,698.0,55.97,2317.0,6117.0,4.496,0.947,295.81454,47.69035,15.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10485250,K00745.01,,16.46983774,180.881761,0.292,9.4378,10479.0,7.94,595.0,29.61,303.4,5152.0,4.517,0.786,297.15442,47.668701,15.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10526549,K00746.01,Kepler-660 b,9.27358173,173.258155,0.387,3.2875,1288.3,2.47,649.0,41.85,87.2,4856.0,4.583,0.696,288.13824,47.724449,15.302,3.0,,,,9.2735819,,,,,,,Kepler-660,288.13826,47.724453,15.302,564.0,-0.07,0.75,0.71,,4.57,4779.0,4.61,,0.078468434,0.078468434,0.078468434,0.078468436,38.261632,38.261632,38.261632,633.63007,633.63007,633.63007,Neptunian,0.71,0.23558816,0.38398399,0.93691275,0.48637414,0.88827645,0.51485226,0.88827645,0.46954431,0.88827645,1.3105105,0.33128278,0.41869518,0.0,0.0,0.0,0.26050175,2.56709,7.1159697,0.078468434
10583066,K00747.01,Kepler-661 b,6.02930329,171.602959,0.258,1.5821,1912.7,2.85,678.0,50.04,65.4,4537.0,4.648,0.672,283.71088,47.86327,15.784,3.0,,,,6.0293013,,,,,,,Kepler-661,283.71088,47.86327,15.784,558.0,-0.05,0.7,0.67,,4.27,4483.0,4.64,,0.057551091,0.057551091,0.057551091,0.057551092,49.046282,49.046282,49.046282,674.21193,674.21193,674.21193,Neptunian,0.67,0.16244757,0.32250339,0.79741133,0.40850082,0.7560152,0.43257326,0.7560152,0.39436404,0.7560152,1.0882292,0.19469742,0.4045717,0.0,0.0,0.0,0.23171179,3.07154,9.6497879,0.057551091
10583180,K00748.01,,2.696370652,170.73769,0.044,3.6129,397.9,1.58,1066.0,305.34,48.2,4989.0,4.504,0.819,283.76547,47.804298,15.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601284,K00749.01,Kepler-226 c,5.349553819,171.80694,0.092,3.0278,831.0,2.55,919.0,168.99,60.6,5185.0,4.44,0.91,292.37613,47.880989,15.416,3.0,,,,5.349555,0.058,,,,,0.0575,Kepler-226,292.37613,47.880989,15.416,1008.14,,,0.8,,,5571.0,4.59,,0.058,0.058,0.058,0.058000001,164.18946,164.18946,164.18946,911.97142,911.97142,911.97142,Superterran,0.8,0.55233333,0.56461708,1.338055,0.7151615,1.2685976,0.75638831,1.2685976,0.69037103,1.2685976,2.0066166,,,0.0,0.0,0.0,0.24913783,2.27563,5.7992597,0.058
10601284,K00749.02,Kepler-226 b,3.94105221,136.08662,0.226,2.5984,363.3,1.7,1018.0,253.15,28.9,5185.0,4.44,0.91,292.37613,47.880989,15.416,3.0,,,,3.940997,0.047,,,,,0.0466,Kepler-226,292.37613,47.880989,15.416,1008.14,,,0.8,,,5571.0,4.59,,0.047,0.047,0.047,0.047000001,250.03772,250.03772,250.03772,1013.086,1013.086,1013.086,Superterran,0.8,0.55233333,0.56461708,1.338055,0.7151615,1.2685976,0.75638831,1.2685976,0.69037103,1.2685976,2.0066166,,,0.0,0.0,0.0,0.28227796,1.54698,3.011575,0.047
10601284,K00749.03,Kepler-226 d,8.10904807,132.8031,0.025,3.596,217.4,1.3,800.0,97.03,14.1,5185.0,4.44,0.91,292.37613,47.880989,15.416,3.0,,,,8.109044,0.076,,,,,0.0754,Kepler-226,292.37613,47.880989,15.416,1008.14,,,0.8,,,5571.0,4.59,,0.076,0.076,0.076,0.076000002,95.625577,95.625577,95.625577,796.68828,796.68828,796.68828,Terran,0.8,0.55233333,0.56461708,1.338055,0.7151615,1.2685976,0.75638831,1.2685976,0.69037103,1.2685976,2.0066166,,,0.0,0.0,0.0,0.30393801,1.22189,1.9931486,0.076
2306756,K00113.01,,386.6030528,166.342079,0.9765,6.8057,24927.0,41.5,297.0,1.84,994.0,5543.0,4.081,1.58,292.27374,37.671558,12.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662202,K00750.01,Kepler-662 b,21.67699193,171.53594,0.896,3.4555,857.2,2.95,530.0,18.64,34.3,4954.0,4.5,0.828,290.46512,47.92918,15.377,3.0,,,,21.676975,,,,,,,Kepler-662,290.46513,47.92918,15.377,641.0,-0.03,0.79,0.74,,3.63,4897.0,4.6,,0.14062128,0.14062128,0.14062128,0.14062128,14.26824,14.26824,14.26824,495.15083,495.15083,495.15083,Superterran,0.74,0.28214509,0.41804868,1.0149697,0.52952131,0.96228189,0.56044855,0.96228189,0.51119688,0.96228189,1.434168,0.41282189,0.40996958,0.0,0.0,0.0,0.3321314,2.17474,5.369523,0.14062128
10682541,K00751.01,Kepler-663 b,4.99677968,171.74208,0.71,2.1717,934.7,2.78,917.0,166.95,28.2,5339.0,4.552,0.847,297.80826,47.946671,15.861,3.0,,,,4.9967828,,,,,,,Kepler-663,297.80826,47.946671,15.861,1030.0,0.03,0.86,0.82,,4.57,5264.0,4.55,,0.054383775,0.054383775,0.054383775,0.054383777,156.40159,156.40159,156.40159,900.95936,900.95936,900.95936,Neptunian,0.82,0.46257257,0.52564728,1.2583229,0.6658062,1.1930039,0.70440654,1.1930039,0.64274945,1.1930039,1.8363426,0.7977714,0.43823832,0.0,0.0,0.0,0.23437009,2.60072,7.2749643,0.054383775
11460018,K00769.01,Kepler-671 b,4.280963604,171.89659,0.424,2.875,750.8,2.3,1012.0,247.87,61.8,5644.0,4.564,0.831,294.26581,49.314091,15.356,3.0,,,,4.2809586,,,,,,,Kepler-671,294.26581,49.314091,15.356,1139.0,0.08,0.97,0.95,,4.47,5624.0,4.47,,0.051065487,0.051065487,0.051065487,0.051065489,310.21453,310.21453,310.21453,1069.2037,1069.2037,1069.2037,Neptunian,0.95,0.80894148,0.68118811,1.6117703,0.86281278,1.5281046,0.91250502,1.5281046,0.83289813,1.5281046,2.4284117,1.5413645,0.45449942,0.0,0.0,0.0,0.22637178,2.6904,7.7059808,0.051065487
11463211,K00770.01,,1.50635409,170.998064,0.86,1.5155,2211.7,4.53,1452.0,1054.12,181.1,5714.0,4.563,0.831,295.66522,49.351009,15.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11465813,K00771.01,,670.645531,209.04355,0.701,53.412,18091.0,14.14,196.0,0.35,642.7,5520.0,4.466,0.983,296.69861,49.316479,15.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493732,K00772.01,,61.2563628,173.83826,1.248,7.633,5123.3,39.87,505.0,15.43,85.3,6144.0,4.402,1.091,283.72592,49.479519,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507101,K00773.01,Kepler-672 b,38.3775486,172.82048,0.468,5.588,724.2,2.82,529.0,18.53,34.7,5481.0,4.369,1.036,291.72202,49.480869,15.172,3.0,,,,38.377462,,,,,,,Kepler-672,291.72201,49.480877,15.172,1011.0,-0.01,0.95,0.92,,4.07,5627.0,4.5,,0.21884415,0.21884415,0.21884415,0.21884416,15.874574,15.874574,15.874574,508.53451,508.53451,508.53451,Superterran,0.92,0.76027719,0.6602645,1.5621256,0.83631026,1.4810369,0.88447362,1.4810369,0.80731414,1.4810369,2.3542347,1.5386069,0.44435674,0.0,0.0,0.0,0.30694373,2.49983,6.8023267,0.21884415
10910878,K00757.02,Kepler-229 d,41.19725502,165.00404,0.045,4.6297,2213.9,3.86,439.0,8.76,51.2,5031.0,4.485,0.848,286.99948,48.37579,15.841,3.0,,,,41.194912,0.22,,,,,0.26,Kepler-229,286.99947,48.375797,15.841,845.88,,,0.73,,,5120.0,4.63,,0.22,0.22,0.22,0.22000001,6.7790502,6.7790502,6.7790502,411.0902,411.0902,411.0902,Neptunian,0.73,0.32810603,0.44602308,1.0733664,0.56495273,1.017648,0.59779895,1.017648,0.54539528,1.017648,1.5465746,,,0.0,0.0,0.0,0.33040687,3.84503,14.129491,0.22
10910878,K00757.03,Kepler-229 b,6.252962249,171.30126,0.105,2.5819,1036.9,2.65,823.0,108.3,47.1,5031.0,4.485,0.848,286.99948,48.37579,15.841,3.0,,,,6.252972,0.062,,,,,0.0733,Kepler-229,286.99947,48.375797,15.841,845.88,,,0.73,,,5120.0,4.63,,0.062,0.062,0.062,0.062000002,85.355367,85.355367,85.355367,774.37731,774.37731,774.37731,Superterran,0.73,0.32810603,0.44602308,1.0733664,0.56495273,1.017648,0.59779895,1.017648,0.54539528,1.017648,1.5465746,,,0.0,0.0,0.0,0.26026185,2.19716,5.4638433,0.062
10987985,K00758.01,Kepler-665 b,16.01308419,176.3608,0.799,3.2554,1121.9,3.1,593.0,29.31,33.2,5015.0,4.499,0.826,297.02563,48.478588,15.39,3.0,,,,16.013102,,,,,,,Kepler-665,297.02563,48.478596,15.39,651.0,-0.03,0.79,0.74,,4.68,4913.0,4.6,,0.11491293,0.11491293,0.11491293,0.11491294,21.64718,21.64718,21.64718,549.53485,549.53485,549.53485,Neptunian,0.74,0.28585062,0.4204788,1.0201972,0.53259928,0.96723815,0.56369588,0.96723815,0.51416802,0.96723815,1.443555,0.42432694,0.42770222,0.0,0.0,0.0,0.28278106,2.60072,7.2749643,0.11491293
11018648,K00759.01,Kepler-230 b,32.62876672,194.1019,0.021,4.7971,1804.8,3.36,506.0,15.55,80.0,5586.0,4.56,0.798,285.71854,48.505859,15.082,3.0,,,,32.625555,0.191,,,,,0.252,Kepler-230,285.71854,48.505859,15.082,756.73,,,0.82,,,5588.0,4.55,,0.191,0.191,0.191,0.191,16.101829,16.101829,16.101829,510.34482,510.34482,510.34482,Neptunian,0.82,0.58741082,0.58169392,1.377821,0.73679124,1.3062994,0.7792522,1.3062994,0.71124937,1.3062994,2.0693538,,,0.0,0.0,0.0,0.23714923,4.2598,16.813589,0.191
11018648,K00759.02,Kepler-230 c,91.7732862,193.8378,0.606,6.473,652.0,2.12,359.0,3.92,19.1,5586.0,4.56,0.798,285.71854,48.505859,15.082,3.0,,,,91.773242,0.38,,,,,0.502,Kepler-230,285.71854,48.505859,15.082,756.73,,,0.82,,,5588.0,4.55,,0.38,0.38,0.38,0.38000001,4.067942,4.067942,4.067942,361.81669,361.81669,361.81669,Superterran,0.82,0.58741082,0.58169392,1.377821,0.73679124,1.3062994,0.7792522,1.3062994,0.71124937,1.3062994,2.0693538,,,0.0,0.0,0.0,0.50830278,2.04022,4.8178725,0.38
11138155,K00760.01,Kepler-1976 b,4.959319244,172.2585292,0.831,2.22739,9802.0,12.21,1103.0,349.4,696.5,5712.0,4.359,1.082,292.16705,48.727589,15.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11152159,K00761.01,,2.701287801,170.69579,1.016,3.3827,860.4,6.54,1222.0,527.81,48.3,5550.0,4.468,0.91,297.92365,48.777321,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11153539,K00762.01,Kepler-666 b,4.49876511,171.34905,0.312,3.7362,460.0,2.1,1133.0,389.62,29.5,6075.0,4.486,0.969,298.45685,48.791592,15.395,3.0,,,,4.4987609,,,,,,,Kepler-666,298.45684,48.791592,15.395,1330.0,0.01,1.03,1.05,,3.8,5887.0,4.41,,0.053849776,0.053849776,0.053849776,0.053849778,409.14343,409.14343,409.14343,1145.8132,1145.8132,1145.8132,Superterran,1.05,1.1864335,0.81206464,1.9078611,1.0285774,1.8088259,1.0875575,1.8088259,0.9928772,1.8088259,2.9409353,2.4707163,0.45130261,0.0,0.0,0.0,0.23853096,2.39894,6.3428164,0.053849776
11242721,K00763.01,,19.651209505,179.401981,0.723,5.2514,11766.0,12.42,730.0,67.03,513.4,6074.0,4.391,1.063,291.0939,48.933842,15.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579641,K00115.01,Kepler-105 b,5.412203927,133.143089,0.787,2.9472,601.6,2.94,1093.0,337.68,166.7,5779.0,4.339,1.087,287.88733,46.276241,12.791,3.0,,,,5.4122,0.066,0.47,85.94,272.16,,0.142,Kepler-105,287.88732,46.276237,12.791,465.33,-0.19,0.96,0.89,,,5827.0,,,0.0732897,0.03498,0.09702,0.067970257,212.79639,86.921296,668.66582,929.38924,777.90481,1295.5292,Neptunian,0.89,0.81817976,0.67681852,1.5925217,0.8572734,1.5098554,0.90647823,1.5098554,0.82752644,1.5098554,2.4422389,2.1770437,0.45510143,0.0,0.0,0.0,0.15995944,4.80909,20.658056,0.066
11304958,K00764.01,Kepler-667 b,41.43958662,208.93203,0.355,10.5989,2793.1,5.5,516.0,16.72,141.1,5468.0,4.367,1.046,295.55505,49.017342,15.4,3.0,,,,41.439628,,,,,,,Kepler-667,295.55505,49.017342,15.4,907.0,0.15,0.91,0.87,,4.68,5327.0,4.53,,0.2270565,0.2270565,0.2270565,0.2270565,10.592295,10.592295,10.592295,459.61313,459.61313,459.61313,Neptunian,0.87,0.5460821,0.56919201,1.3595673,0.72096067,1.2889928,0.7627082,1.2889928,0.6959895,1.2889928,1.995229,0.90586791,0.44834563,0.0,0.0,0.0,0.25551792,4.73062,20.089031,0.2270565
11391957,K00765.01,Kepler-668 b,8.35389523,171.63257,0.023,2.2514,1041.6,2.52,790.0,91.9,43.4,5592.0,4.582,0.787,285.49924,49.277351,15.317,3.0,,,,8.3539064,,,,,,,Kepler-668,285.49925,49.277348,15.317,877.0,-0.06,0.87,0.82,,3.89,5352.0,4.55,,0.07690284,0.07690284,0.07690284,0.076902842,83.578778,83.578778,83.578778,770.31599,770.31599,770.31599,Neptunian,0.82,0.4942888,0.54078734,1.2906168,0.68498181,1.2236215,0.7246272,1.2236215,0.66125503,1.2236215,1.8982533,0.93155917,0.42827513,0.0,0.0,0.0,0.23691906,2.70161,7.7605729,0.07690284
11403044,K00766.01,Kepler-669 b,4.125543472,169.752585,0.597,3.1744,1487.3,4.43,1243.0,565.35,128.6,6174.0,4.417,1.103,291.93616,49.253979,15.506,3.0,,,,4.1255469,,,,,,,Kepler-669,291.93617,49.253986,15.506,1778.0,0.14,1.15,1.2,,3.16,6038.0,4.34,,0.052730657,0.052730657,0.052730657,0.052730658,616.73303,616.73303,616.73303,1269.6067,1269.6067,1269.6067,Neptunian,1.2,1.7148399,0.96734988,2.2646642,1.2252597,2.1471078,1.2953528,2.1471078,1.1827049,2.1471078,3.5357012,3.3223106,0.45401684,0.0,0.0,0.0,0.15583444,4.83151,20.821833,0.052730657
11414511,K00767.01,Kepler-670 b,2.816504904,170.9676846,0.105,2.50587,16814.0,12.21,1219.0,521.13,1406.8,5532.0,4.452,0.955,297.01547,49.225288,15.052,3.0,,,,2.8165048,,,,,,,Kepler-670,297.01547,49.225292,15.052,980.0,0.07,0.99,0.99,,4.79,5709.0,4.44,,0.03889212,0.03889212,0.03889212,0.038892121,616.70288,616.70288,616.70288,1269.5912,1269.5912,1269.5912,Jovian,0.99,0.93282292,0.72782006,1.717939,0.92187606,1.6287623,0.9748926,1.6287623,0.88990296,1.6287623,2.6077345,1.7958906,0.46290566,0.0,0.0,0.0,0.069572337,13.18296,114.45583,0.03889212
11442465,K00768.01,,33.93373447,186.67608,0.812,14.561,8503.7,7.34,430.0,8.11,236.1,5040.0,4.628,0.705,284.17233,49.360722,15.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12110942,K00786.01,Kepler-680 b,3.689920099,170.36571,0.151,2.6557,426.7,1.89,1147.0,408.99,35.6,5880.0,4.518,0.917,291.62241,50.61824,15.242,3.0,,,,3.6899263,,,,,,,Kepler-680,291.62241,50.618237,15.242,1342.0,0.13,1.08,1.11,,3.72,5890.0,4.38,,0.047936089,0.047936089,0.047936089,0.04793609,578.19002,578.19002,578.19002,1249.288,1249.288,1249.288,Superterran,1.11,1.3286047,0.85918692,2.0184206,1.0882634,1.9136463,1.1506629,1.9136463,1.050491,1.9136463,3.1121582,2.5230358,0.45686713,0.0,0.0,0.0,0.23655593,2.42136,6.4437871,0.047936089
12366084,K00787.01,Kepler-232 b,4.431238488,171.015,0.405,3.15,1010.9,3.25,1104.0,351.23,71.1,5714.0,4.428,1.015,295.81616,51.121738,15.367,3.0,,,,4.431222,0.054,,,,,0.0385,Kepler-232,295.81616,51.121742,15.367,1402.96,,,0.97,,,5847.0,4.5,,0.054,0.054,0.054,0.054000001,337.89127,337.89127,337.89127,1092.293,1092.293,1092.293,Neptunian,0.97,0.98529094,0.74183049,1.7445998,0.93961849,1.6540393,0.99353216,1.6540393,0.90701143,1.6540393,2.6800693,,,0.0,0.0,0.0,0.20991507,3.08275,9.7096567,0.054
12366084,K00787.02,Kepler-232 c,11.37936986,133.84992,0.911,2.6255,1023.5,3.95,806.0,99.68,37.9,5714.0,4.428,1.015,295.81616,51.121738,15.367,3.0,,,,11.379349,0.101,,,,,0.072,Kepler-232,295.81616,51.121742,15.367,1402.96,,,0.97,,,5847.0,4.5,,0.101,0.101,0.101,0.101,96.587682,96.587682,96.587682,798.68466,798.68466,798.68466,Neptunian,0.97,0.98529094,0.74183049,1.7445998,0.93961849,1.6540393,0.99353216,1.6540393,0.90701143,1.6540393,2.6800693,,,0.0,0.0,0.0,0.19280778,3.83382,14.059624,0.101
12404086,K00788.01,Kepler-681 b,26.39432897,176.05459,0.602,3.573,1510.9,3.07,489.0,13.49,48.2,5129.0,4.595,0.763,289.39972,51.25032,15.234,3.0,,,,26.394356,,,,,,,Kepler-681,289.39972,51.250324,15.234,666.0,-0.04,0.8,0.76,,5.01,5021.0,4.58,,0.16102017,0.16102017,0.16102017,0.16102017,12.68575,12.68575,12.68575,480.81051,480.81051,480.81051,Neptunian,0.76,0.32890973,0.44875561,1.0840816,0.56841499,1.0278066,0.60152876,1.0278066,0.54874134,1.0278066,1.5484676,0.51298222,0.43440464,0.0,0.0,0.0,0.29667998,3.08275,9.7096567,0.16102017
