koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,P_STATUS,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST,labels
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1398.4432,1056.4,2.5,0.26,0.0,78.72,2455602.4,21.8,192.57207,22.863407,6.427,114.54,0.07,1.94,8.03,K0 III,1.41,4884.0,3.1,0.16592225,2.5845,1.85,3.15,2.5216094,5.4467972,3.312846,9.6045916,384.15952,343.71242,448.50226,Jovian,8.03,32.871715,4.5149879,10.967724,5.7189101,10.398381,6.0530199,10.398381,5.5210061,10.398381,15.480142,0.54465489,0.47245661,0,0,0,0.22260867,12.897801,1398.4432,2.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1433.4043,825.9,1.82,0.03,0.0,-87.3,2455490.2,54.7,193.29649,-3.553098,6.11,33.26,0.07,1.18,1.45,F5 V,1.9,6557.0,4.19,0.18841865,1.820819,1.7654,1.8746,1.820205,1.0517152,0.99089619,1.1172726,257.95628,254.18619,261.92967,Jovian,1.45,3.4821332,1.3363446,3.0993762,1.6926102,2.9384919,1.7887353,2.9384919,1.6336919,2.9384919,5.0383283,8.1734142,0.4207051,1,1,0,0.39449159,12.883796,1433.4043,1.82,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,899.45325,324.0,0.92,0.46,0.0,-140.8,2456074.5,25.4,195.44553,63.610226,6.008,36.22,0.07,1.4,1.5,F6 V,0.15,6576.6,4.21,0.04287956,1.017336,0.4968,1.3432,0.94621524,5.0179683,2.0902369,15.27966,364.98008,306.333,503.70161,Jovian,1.5,3.7711767,1.3891486,3.2209615,1.7594907,3.053766,1.8593884,3.053766,1.6982395,3.053766,5.2432699,8.9490328,0.2917087,0,0,0,0.23088469,13.150703,899.45325,0.92,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,114.41808,663.2,1.24,0.14,0.0,74.0,2455500.0,78.0,196.23949,-52.442924,9.057,15.9,-0.24,0.58,0.53,K9 V,4.3,4462.0,3.79,0.06209561,1.252152,1.0664,1.4136,1.2430578,0.065525996,0.049923563,0.08772399,128.42185,120.42629,138.65148,Jovian,0.53,0.099760507,0.25291167,0.62595358,0.32035209,0.59345826,0.33923874,0.59345826,0.30926554,0.59345826,0.85279196,0.17638773,0.38043364,0,0,0,0.13196937,13.180399,114.41808,1.24,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,295.58004,1818.0,2.44,0.2,0.0,280.0,2456741.0,154.0,196.23949,-52.442924,9.057,15.9,-0.24,0.58,0.53,K9 V,4.3,4462.0,3.79,0.1559603,2.4888,1.952,2.928,2.4523634,0.017101861,0.011636343,0.026181771,91.430725,83.675639,102.48131,Jovian,0.53,0.099760507,0.25291167,0.62595358,0.32035209,0.59345826,0.33923874,0.59345826,0.30926554,0.59345826,0.85279196,0.17638773,0.38043364,0,0,0,0.082930469,13.810658,295.58004,2.44,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2002.3164,610.2,1.6,0.28,0.0,92.06,2453309.9,13.8,196.79471,27.624741,4.82,116.34,0.13,1.49,25.11,K5 III,3.24,4181.0,1.86,0.12716078,1.66272,1.152,2.048,1.616099,70.241139,41.156917,130.07618,726.41804,645.29102,860.38802,Jovian,25.11,172.62462,10.610105,26.615961,13.439358,25.234164,14.236597,25.234164,12.973982,25.234164,35.474407,0.14907174,0.49702446,0,0,0,0.085149366,12.695699,2002.3164,1.6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,362.32392,937.70001,1.73,0.23,0.0,0.0,0.0,61.9,197.66592,-35.054783,8.73,27.95,-0.05,0.6,0.76,K3 V,0.0,4836.0,4.45,0.11262564,1.7757585,1.3321,2.1279,1.7416434,0.097178653,0.062511306,0.15950979,140.80904,127.38977,161.00588,Jovian,0.76,0.28304859,0.41985663,1.0219581,0.53181185,0.96890723,0.56291276,0.96890723,0.51340915,0.96890723,1.4364624,0.33917532,0.38910625,0,0,0,0.15640779,13.687489,362.32392,1.73,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,113.4646,4000.0,5.34,0.458,0.0,196.0,2455150.0,263.0,198.01327,-37.80302,4.85,20.29,0.0,1.27,2.14,G4 IV,0.0,5641.0,3.87,0.12942295,5.9000699,2.89428,7.78572,5.4907373,0.16390027,0.068539831,0.49597468,155.22609,130.35589,213.80103,Jovian,2.14,4.1547088,1.5422136,3.6472519,1.9534119,3.457926,2.0658822,3.457926,1.8856806,3.457926,5.5034379,1.7362011,0.49959609,0,0,0,0.2085639,13.115594,113.4646,5.34,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,262.2081,1121.79,2.067,0.079,0.0,77.059,2454947.7,54.6,198.1844,-31.873348,6.687,37.85,-0.33,0.94,1.47,G0 V,10.116,5844.0,4.05,0.12442034,2.0734501,1.903707,2.230293,2.0686161,0.53020358,0.45398374,0.62310887,217.14308,209.12453,226.35281,Jovian,1.47,2.2582091,1.123268,2.6418469,1.4227556,2.5047111,1.5043948,2.5047111,1.3733831,2.5047111,4.0573815,2.2258882,0.51534998,1,1,0,0.35055251,13.883649,262.2081,2.067,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3397.5814,83.9151,0.36,0.34,0.0,0.0,0.0,8.95,198.08226,17.517122,7.301,40.23,-0.72,0.8,1.2,F8,0.0,5869.0,4.18,0.038487965,0.380808,0.2376,0.4824,0.36541082,12.559669,6.5779865,27.115318,468.79299,408.00751,581.3646,Jovian,1.2,1.5307617,0.92341556,2.1704392,1.1696173,2.0577737,1.2367042,2.0577737,1.129025,2.0577737,3.3405468,2.2019647,0.42826685,0,0,0,0.14835375,12.403738,3397.5814,0.36,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,349.6108,493.7,1.16,0.144,0.0,86.0,2453806.0,56.9,198.18243,-2.26504,7.55,20.4,0.21,0.85,0.0,K0,0.0,5135.0,0.0,0.07386504,1.1720269,0.99296,1.32704,1.1630275,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63670179,0.43700939,0,0,0,0.0,13.709017,349.6108,1.16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,194.19291,4319.0,0.0,0.0,0.0,6.5,2458112.0,0.0,198.18243,-2.26504,7.55,20.4,0.21,0.85,0.0,K0,0.0,5135.0,0.0,0.30058092,4.9155417,4.9155417,4.9155417,4.9155419,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63670179,0.43700939,0,0,0,0.0,14.068305,194.19291,4.9155417,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1535.1093,1622.1,2.9,0.3743,0.0,220.16,2463391.8,56.5,28.210558,-19.506975,7.51,51.34,0.34,1.24,1.34,G0 V,2.3,6030.0,0.0,0.19488956,3.1031457,1.81453,3.98547,2.9532884,0.27273925,0.13390858,0.64600992,179.03332,154.11575,228.40453,Jovian,1.34,2.127,1.0778732,2.5238592,1.3652505,2.3928483,1.4433616,2.3928483,1.3178354,2.3928483,3.9377444,3.3603092,0.44155693,0,0,0,0.27251519,12.844995,1535.1093,2.9,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,129.67383,223.41,0.774,0.193,0.0,259.0,2463230.0,15.1,28.210558,-19.506975,7.51,51.34,0.34,1.24,1.34,G0 V,2.3,6030.0,0.0,0.02943585,0.78841536,0.624618,0.923382,0.77764872,3.6185,2.4946216,5.4517822,348.89525,320.18139,389.29564,Jovian,1.34,2.127,1.0778732,2.5238592,1.3652505,2.3928483,1.4433616,2.3928483,1.3178354,2.3928483,3.9377444,3.3603092,0.44155693,0,0,0,0.26670987,14.188786,129.67383,0.774,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,444.9592,670.0,1.65,0.0,0.0,0.0,0.0,13.3,200.16476,24.648699,8.04,123.68,0.09,0.83,4.89,K0,0.0,4819.0,2.98,0.13407563,1.65,1.65,1.65,1.65,4.2439102,4.2439102,4.2439102,365.66758,365.66758,365.66758,Jovian,4.89,11.554045,2.6844739,6.5388825,3.4002926,6.1994423,3.5992169,6.1994423,3.282631,6.1994423,9.1776355,0.36704208,0.43355463,0,0,0,0.24937165,13.564318,444.9592,1.65,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,403.64156,907.0,0.0,0.038,0.0,17.3,2455291.0,0.0,200.16476,24.648699,8.04,123.68,0.09,0.83,4.89,K0,0.0,4819.0,2.98,0.13037871,1.7241985,1.6574823,1.7884268,1.7232659,3.894935,3.6123658,4.2056806,357.80984,351.231,364.84129,Jovian,4.89,11.554045,2.6844739,6.5388825,3.4002926,6.1994423,3.5992169,6.1994423,3.282631,6.1994423,9.1776355,0.36704208,0.43355463,0,0,0,0.2600915,13.622607,403.64156,1.7229545,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,612.13673,2621.75,3.787,0.157,0.0,90.217,2455978.9,117.0,202.33797,-35.570995,7.24,32.38,0.19,1.05,1.07,G8 IV/V,4.192,5732.0,4.37,0.26676436,3.8336729,3.192441,4.381559,3.7987642,0.078182554,0.057679781,0.10865136,134.08926,124.85353,146.26947,Jovian,1.07,1.1073398,0.79189726,1.8680014,1.0030373,1.7710351,1.060699,1.7710351,0.9682461,1.7710351,2.8412159,1.9052792,0.46169817,0,0,0,0.14207211,13.375275,612.13673,3.787,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1789.3717,433.70001,1.09,0.19,0.0,0.0,0.0,4.61,29.708696,73.152382,6.87,236.64,-0.74,0.72,20.58,G5,0.0,4312.0,1.67,0.1196243,1.1096745,0.8829,1.2971,1.094978,112.46708,77.97358,168.29506,823.97839,757.06258,917.61975,Jovian,20.58,131.18809,9.2153995,22.970797,11.672747,21.778276,12.363198,21.778276,11.268679,21.778276,30.92509,0.14650491,0.41348709,0,0,0,0.079276747,12.758665,1789.3717,1.09,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55.302073,25.8,0.18,0.15,0.0,289.0,0.0,4.76,203.10648,-47.271362,7.169,37.82,0.0,1.08,0.0,G2 V,0.0,5990.0,4.41,0.0056830636,0.182025,0.153,0.207,0.18051005,41.38244,30.937043,56.628705,643.42673,600.84799,698.88234,Jovian,1.0720419,1.3256213,0.85301013,1.9991464,1.0804367,1.8953727,1.1422904,1.8953727,1.0429197,1.8953727,3.1086621,2.9959545,0.47332457,0,0,0,0.12415447,8.5891438,55.302073,0.18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,886.74013,6.1335,0.07,0.31,0.0,0.0,0.0,0.757,203.51057,53.728531,8.05,92.51,0.23,1.84,2.06,K0,0.0,5864.0,4.08,0.003787842,0.0733635,0.0483,0.0917,0.070868659,965.0341,534.63854,1927.1019,1393.5339,1225.0674,1687.9947,Jovian,2.06,4.4957167,1.5829768,3.7211689,2.0050316,3.5280065,2.1200453,3.5280065,1.9354471,3.5280065,5.7248385,2.881746,0.56531486,0,0,0,0.069057152,13.158943,886.74013,0.07,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.501361,16.9841,0.13,0.04,88.4,104.0,0.0,1.14,205.37627,-9.946078,9.917,114.29,0.07,1.0,1.09,G3 V,6.8,5725.0,4.33,0.0036257388,0.130104,0.1248,0.1352,0.13002602,67.718077,62.559061,73.420009,730.61854,716.5021,745.75903,Neptunian,1.09,1.1435196,0.80506657,1.899431,1.0197181,1.8008332,1.0783456,1.8008332,0.98434928,1.8008332,2.8872579,1.8521352,0.49239049,0,0,0,0.24340763,2.63435,24.501361,0.13,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,197.68902,1945.0,3.16,0.041,0.0,0.0,2454170.0,94.1,29.290026,-10.242428,6.42,33.57,0.122,1.12,0.0,G8 IV,0.0,5349.0,4.03,0.1700379,3.162656,3.03044,3.28956,3.1606648,0.21017837,0.19378548,0.22834183,172.44671,169.03445,176.11294,Jovian,1.6908649,2.0969924,1.1140535,2.6590171,1.4111026,2.5209889,1.4927791,2.5209889,1.3622245,2.5209889,3.9098689,1.0081806,0.47909739,0,0,0,0.2325559,14.057264,197.68902,3.16,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.044847,37.91,0.229,0.3,0.0,102.0,2454370.0,6.82,29.290026,-10.242428,6.42,33.57,0.122,1.12,0.0,G8 IV,0.0,5349.0,4.03,0.0045173683,0.239305,0.1603,0.2977,0.23165575,41.918448,23.661332,81.607451,636.97529,561.8944,765.733,Neptunian,1.6908649,2.0969924,1.1140535,2.6590171,1.4111026,2.5209889,1.4927791,2.5209889,1.3622245,2.5209889,3.9098689,1.0081806,0.47909739,0,0,0,0.16911754,5.3866696,25.044847,0.229,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2078.5951,711.0,1.93,0.4,0.0,351.5,2451420.0,28.4,28.733881,-67.647301,4.69,68.05,-0.21,1.91,10.09,G8 III/IV,1.2,4970.0,2.9,0.11914412,2.0844,1.158,2.702,1.9707947,16.302052,7.6229987,41.502993,495.67653,423.32739,646.64327,Jovian,10.09,55.654019,5.8516049,14.164753,7.4119253,13.429455,7.8441697,13.429455,7.155408,13.429455,20.142438,0.62810381,0.45754397,0,0,0,0.13078847,12.674831,2078.5951,1.93,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1430.226,2082.0,4.3,0.66,0.0,117.0,2450774.0,41.6,205.66334,78.064438,5.899,103.35,0.09,2.39,9.12,G7 III,0.0,4892.0,2.71,0.12323522,5.23654,1.462,7.138,4.5768371,3.0725128,0.83766627,19.967761,304.38148,243.73206,538.55152,Jovian,9.12,42.679971,5.1428147,12.488689,6.5141462,11.840392,6.8946514,11.840392,6.2887211,11.840392,17.639076,0.59195552,0.61680862,0,0,0,0.29585163,12.885055,1430.226,4.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,479.92028,63.33,0.33,0.03,0.0,0.0,0.0,7.91,209.32182,-56.040043,7.517,41.71,0.15,1.62,1.07,G2 V,0.0,6027.0,4.59,0.021344644,0.3301485,0.3201,0.3399,0.33003717,12.434508,11.715441,13.209599,478.33123,471.3403,485.69912,Jovian,1.07,1.3535084,0.85999115,2.0138193,1.0892779,1.909284,1.1516024,1.909284,1.0514477,1.909284,3.1411904,3.65459,0.54182137,0,0,0,0.14329122,13.51925,479.92028,0.33,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,947.12745,58.83,0.297,0.07,0.0,-35.0,2456699.0,5.81,30.611374,2.815859,8.17,51.1,0.05,1.01,0.0,F8,0.0,5920.0,4.65,0.027042923,0.29772765,0.27621,0.31779,0.29718221,7.7348231,6.7393217,8.9210885,424.48043,410.48657,440.3007,Jovian,0.78643093,0.68060737,0.61382679,1.4409604,0.77748466,1.3661615,0.82204338,1.3661615,0.7504956,1.3661615,2.2274712,2.5978027,0.46286917,0,0,0,0.18413214,13.120853,947.12745,0.297,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.3565601,9.6737,0.08,0.0,0.0,0.0,0.0,2.83,215.3466,-40.393948,9.03,28.22,0.08,0.29,0.74,K4 V,0.0,4691.0,4.17,0.002239494,0.08,0.08,0.08,0.080000002,37.122212,37.122212,37.122212,628.85913,628.85913,628.85913,Superterran,0.74,0.23758216,0.38700589,0.94791223,0.49020238,0.89870448,0.51895887,0.89870448,0.47324037,0.89870448,1.3160448,0.20748469,0.3053635,0,0,0,0.26936269,2.4020004,6.3565601,0.08,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,985.26681,557.04,1.372,0.4553,0.0,42.0,2463221.8,23.8,215.22298,-17.481522,8.31,57.72,0.22,1.11,1.05,G3 V,1.77,5841.0,0.0,0.071841213,1.5142065,0.7473284,1.9966716,1.4102376,0.68604546,0.288405,2.0587001,222.15331,186.70055,305.17095,Jovian,1.05,1.1497835,0.80165628,1.8855829,1.0153953,1.787704,1.0736626,1.787704,0.9801595,1.787704,2.8951549,2.3406153,0.40737531,1,1,0,0.37908459,13.098082,985.26681,1.372,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.48054,4.15514,0.0524,0.049,0.0,123.0,2463057.6,0.908,215.22298,-17.481522,8.31,57.72,0.22,1.11,1.05,G3 V,1.77,5841.0,0.0,0.0012494176,0.052462906,0.0498324,0.0549676,0.052415743,419.25234,380.54193,463.01223,1152.3066,1125.241,1181.7974,Neptunian,1.05,1.1497835,0.80165628,1.8855829,1.0153953,1.787704,1.0736626,1.787704,0.9801595,1.787704,2.8951549,2.3406153,0.40737531,0,0,0,0.16833399,4.3585296,17.48054,0.0524,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2313.7879,2835.0,4.06,0.1172,0.0,313.2,2464508.0,70.3,215.22298,-17.481522,8.31,57.72,0.22,1.11,1.05,G3 V,1.77,5841.0,0.0,0.45797358,4.0878838,3.584168,4.535832,4.0670032,0.07023723,0.055885887,0.089503363,130.81624,123.87123,139.34929,Jovian,1.05,1.1497835,0.80165628,1.8855829,1.0153953,1.787704,1.0736626,1.787704,0.9801595,1.787704,2.8951549,2.3406153,0.40737531,0,0,0,0.1390396,12.615191,2313.7879,4.06,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,622.94289,133.60001,0.54,0.04,0.0,0.0,0.0,2.95,34.748653,85.736153,6.98,183.15,-0.57,0.67,11.02,G5,0.0,4835.0,2.18,0.050610584,0.540432,0.5184,0.5616,0.54010807,204.07882,188.53134,221.26247,962.64026,944.04087,982.58889,Jovian,11.02,59.461759,6.0856699,14.813537,7.7084205,14.044552,8.1592266,14.044552,7.4416803,14.044552,20.820092,0.35127937,0.40368511,0,0,0,0.072228559,13.364981,622.94289,0.54,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,75.325237,960.41,1.837,0.035,0.0,247.506,2456161.7,48.7,216.88737,-51.933086,7.847,37.69,-0.1,0.9,0.98,G5 V,9.67,5638.0,4.38,0.077562953,1.8381252,1.772705,1.901295,1.8372814,0.25780358,0.24051495,0.27667387,181.49612,178.41462,184.77233,Jovian,0.98,0.86944294,0.70562101,1.6689007,0.89375987,1.5822694,0.94522196,1.5822694,0.86277058,1.5822694,2.517586,1.5399547,0.50413102,0,0,0,0.28389056,10.303699,75.325237,1.837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,772.32205,262.70862,0.84,0.38,0.0,0.0,0.0,22.2,31.142866,25.414305,7.425,37.89,0.36,1.2,1.2,K0,0.0,5645.0,4.36,0.044977493,0.900648,0.5208,1.1592,0.85593363,2.0073031,0.97496759,4.8301984,294.61279,253.15847,377.69058,Jovian,1.2,1.3101075,0.86581541,2.0473699,1.0966665,1.9410926,1.1598042,1.9410926,1.0586408,1.9410926,3.0904181,1.7154458,0.49024316,0,0,0,0.34769401,13.239175,772.32205,0.84,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,575.90434,1708.0,2.8145,0.031,0.0,0.0,0.0,74.3,31.142866,25.414305,7.425,37.89,0.36,1.2,1.2,K0,0.0,5645.0,4.36,0.21358296,2.8158524,2.7272505,2.9017495,2.8148384,0.16546769,0.15559194,0.17613954,162.45943,160.00799,165.04757,Jovian,1.2,1.3101075,0.86581541,2.0473699,1.0966665,1.9410926,1.1598042,1.9410926,1.0586408,1.9410926,3.0904181,1.7154458,0.49024316,0,0,0,0.20803241,13.411231,575.90434,2.8145,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,130.30948,1244.0,2.37,0.41,0.0,0.0,0.0,32.4,216.70117,-5.17778,8.788,73.25,0.54,1.26,1.32,G8 IV,0.0,5568.0,4.3,0.06565292,2.5691985,1.3983,3.3417,2.422787,0.29288772,0.13436882,0.76741927,181.15305,154.248,238.45316,Jovian,1.32,1.5004911,0.9307773,2.2059978,1.1789515,2.0914862,1.2469179,2.0914862,1.1380846,2.0914862,3.3073525,1.5275275,0.49828136,0,0,0,0.27414614,14.229711,130.30948,2.37,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,562.23774,453.019,1.084,0.303,30.0,57.864,2450198.7,65.6,219.00233,9.746518,7.51,16.52,0.0,0.83,0.76,K0 V,0.96,0.0,4.61,0.066373477,1.1337605,0.755548,1.412452,1.096832,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33390998,0,0,0,0.0,13.42541,562.23774,1.084,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1204.2503,921.538,1.74,0.159,55.95,15.445,2449565.6,105.0,219.00233,9.746518,7.51,16.52,0.0,0.83,0.76,K0 V,0.96,0.0,4.61,0.16570795,1.7619945,1.46334,2.01666,1.745545,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33390998,0,0,0,0.0,12.982924,1204.2503,1.74,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,282.86692,298.2,0.87,0.57,0.0,84.22,0.0,33.4,219.27035,-25.802563,8.29,26.03,0.17,0.65,0.85,K3 V,10.0,4875.0,4.52,0.028357146,1.0113315,0.3741,1.3659,0.90981016,0.58789859,0.19596891,2.6124595,207.69487,169.50859,323.89728,Jovian,0.85,0.36561582,0.47635777,1.1575922,0.60337872,1.0975007,0.63863594,1.0975007,0.58249886,1.0975007,1.6325867,0.37248622,0.45484416,1,1,0,0.3612769,13.837399,282.86692,0.87,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,508.5248,1840.0,2.9,0.7,0.0,163.0,2453093.0,42.9,221.51277,-68.762749,8.8,67.57,0.25,0.99,0.0,G6 V,0.0,0.0,0.0,0.069694222,3.6105,0.87,4.93,3.1154787,0.0,0.0,0.0,0.0,0.0,0.0,Jovian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45979353,0,0,0,0.0,13.484857,508.5248,2.9,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,365.5022,10.70871,0.0925,0.029,0.0,193.0,2453996.4,2.9,221.88637,-0.281476,8.031,31.91,0.0,0.92,0.85,K0 V,0.0,5387.0,4.52,0.0066046057,0.092538896,0.0898175,0.0951825,0.092509733,63.740231,60.172795,67.575999,719.7469,709.56953,730.45426,Jovian,0.85,0.54514797,0.56683206,1.3511806,0.71797043,1.2810416,0.75949785,1.2810416,0.6930983,1.2810416,1.9935217,1.0078922,0.4486907,0,0,0,0.082044016,13.68223,365.5022,0.0925,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,572.09041,896.0,2.01,0.181,0.0,58.0,2456114.0,15.2,223.34595,18.235401,7.8,132.34,0.0,1.34,4.44,K0,0.0,4846.0,3.18,0.12398956,2.0429248,1.64619,2.37381,2.0183211,2.4514848,1.7286072,3.5944157,316.80851,292.12518,350.79386,Jovian,4.44,9.7406564,2.4619201,5.9899492,3.1183933,5.6790054,3.3007217,5.6790054,3.0104843,5.6790054,8.4267068,0.45102776,0.50861137,0,0,0,0.32227696,13.415153,572.09041,2.01,0
